id_compra,montante,loja,data_hora,id_cliente
57,0.00,"Leiria Shopping","2018-02-10 05:13:48",71
58,0.00,"Palácio do Gelo","2018-11-09 07:55:32",96
59,0.00,"Estação Viana","2016-07-07 18:41:38",33
60,0.00,Amoreiras,"2019-11-26 17:11:37",94
61,0.00,Colombo,"2019-06-14 15:55:58",51
62,0.00,Aeroporto,"2013-06-09 03:26:29",35
63,0.00,"Santa Catarina","2018-08-06 17:56:45",82
64,0.00,"Palácio do Gelo","2017-01-14 22:11:54",43
65,0.00,"Leiria Shopping","2017-03-25 22:13:30",28
66,0.00,"Palácio do Gelo","2019-03-19 15:31:05",24
67,0.00,"Fórum Aveiro","2018-10-03 13:41:23",94
68,0.00,"Leiria Shopping","2014-11-05 23:18:43",34
69,0.00,"Vasgo da Gama","2013-05-17 01:27:14",62
70,0.00,"Fórum Algarve","2019-01-17 17:31:44",2
71,0.00,"Fórum Coimbra","2014-11-18 16:50:18",33
72,0.00,"Nosso Shopping","2016-10-10 09:10:31",17
73,0.00,"CC Setúbal","2014-06-21 14:49:29",74
74,0.00,"Fórum Coimbra","2019-09-04 16:28:01",8
75,0.00,"Braga Parque","2015-02-16 08:45:44",73
76,0.00,"Fórum Coimbra","2014-12-14 18:27:05",91
77,0.00,"Santa Catarina","2013-11-19 20:45:02",42
78,0.00,"Palácio do Gelo","2018-06-15 04:41:23",45
79,0.00,"Nosso Shopping","2013-08-18 00:15:05",51
80,0.00,Amoreiras,"2017-08-21 22:04:25",84
81,0.00,"Estação Viana","2013-04-21 04:27:07",53
82,0.00,"Fórum Coimbra","2015-04-15 23:47:00",99
83,0.00,"Fórum Aveiro","2017-07-17 05:37:09",3
84,0.00,"CC Setúbal","2016-04-19 05:30:35",94
85,0.00,"Gaia Shopping","2013-08-01 09:11:07",27
86,0.00,"Fórum Algarve","2013-07-02 21:31:21",94
87,0.00,"Braga Parque","2016-08-05 21:27:46",80
88,0.00,Aeroporto,"2014-12-21 10:46:03",71
89,0.00,"Palácio do Gelo","2013-01-19 00:53:43",62
90,0.00,"Estação Viana","2015-08-31 04:24:54",80
91,0.00,"Estação Viana","2013-10-01 02:00:20",51
92,0.00,"Estação Viana","2015-05-03 04:19:27",14
93,0.00,"Fórum Algarve","2014-11-02 00:42:59",25
94,0.00,"Norte Shopping","2018-01-20 11:55:39",15
95,0.00,Aeroporto,"2018-03-01 14:37:23",28
96,0.00,"Vasgo da Gama","2019-02-16 04:14:42",36
97,0.00,"Gaia Shopping","2016-03-15 04:55:35",68
98,0.00,"Braga Parque","2017-03-19 00:07:07",5
99,0.00,"Norte Shopping","2019-06-14 16:57:12",26
100,0.00,"Vasgo da Gama","2018-03-11 07:15:45",78
101,0.00,"Fórum Coimbra","2013-01-27 04:28:06",55
102,0.00,"Évora Plaza","2017-01-29 10:59:55",50
103,0.00,"Évora Plaza","2017-08-23 12:55:05",33
104,0.00,"Fórum Coimbra","2016-03-08 05:32:37",22
105,0.00,"CC Setúbal","2019-09-19 06:42:31",39
106,0.00,"Palácio do Gelo","2015-03-22 05:01:51",58
107,0.00,"Palácio do Gelo","2016-10-09 13:06:40",92
108,0.00,"Gaia Shopping","2018-04-12 20:41:17",5
109,0.00,"Leiria Shopping","2013-09-06 18:00:57",82
110,0.00,Colombo,"2018-03-04 04:51:31",92
111,0.00,"Norte Shopping","2013-10-17 21:51:27",95
112,0.00,"CC Setúbal","2017-09-02 12:06:12",37
113,0.00,"Fórum Aveiro","2018-01-12 17:19:54",77
114,0.00,"Nosso Shopping","2014-05-13 23:05:51",50
115,0.00,"Évora Plaza","2014-02-27 17:48:16",87
116,0.00,Aeroporto,"2017-07-02 18:13:44",54
117,0.00,"Palácio do Gelo","2013-02-18 23:47:31",87
118,0.00,"Braga Parque","2013-05-16 11:24:32",12
119,0.00,"Fórum Coimbra","2014-08-10 18:52:28",47
120,0.00,"Leiria Shopping","2014-12-14 04:10:10",17
121,0.00,"Palácio do Gelo","2014-07-27 03:42:21",50
122,0.00,Colombo,"2013-07-15 05:03:11",70
123,0.00,"Palácio do Gelo","2014-04-12 00:36:35",63
124,0.00,Amoreiras,"2013-04-03 00:55:54",11
125,0.00,"CC Setúbal","2013-01-22 12:40:08",74
126,0.00,Aeroporto,"2016-10-25 09:16:12",48
127,0.00,"CC Setúbal","2015-07-13 02:32:03",7
128,0.00,"Palácio do Gelo","2018-07-17 10:32:34",82
129,0.00,"Palácio do Gelo","2016-10-24 02:44:05",76
130,0.00,"Nosso Shopping","2017-01-16 04:19:27",7
131,0.00,"Gaia Shopping","2019-12-15 17:19:55",21
132,0.00,"Gaia Shopping","2017-07-11 13:35:21",98
133,0.00,"Fórum Algarve","2019-10-23 01:58:11",95
134,0.00,"Norte Shopping","2018-01-09 03:13:45",14
135,0.00,Amoreiras,"2018-08-28 15:28:53",100
136,0.00,"Estação Viana","2014-09-04 20:56:03",64
137,0.00,"Gaia Shopping","2014-09-02 23:42:40",65
138,0.00,"Vasgo da Gama","2018-01-14 05:53:53",83
139,0.00,"Gaia Shopping","2015-11-22 12:21:56",43
140,0.00,"Fórum Algarve","2016-09-10 07:11:01",89
141,0.00,"Palácio do Gelo","2013-07-26 13:30:08",96
142,0.00,"Nosso Shopping","2016-07-06 00:40:41",80
143,0.00,"Leiria Shopping","2014-06-10 01:27:48",55
144,0.00,"Évora Plaza","2017-04-17 05:09:36",64
145,0.00,"Estação Viana","2019-01-25 18:28:11",47
146,0.00,"CC Setúbal","2019-07-06 15:27:32",80
147,0.00,"CC Setúbal","2019-05-28 13:50:45",99
148,0.00,Aeroporto,"2014-05-15 20:47:40",62
149,0.00,"Braga Parque","2015-06-17 08:10:40",7
150,0.00,"Santa Catarina","2015-03-12 07:15:22",77
