id_artigo,titulo,tipo,preco,ano,classificacao,plataforma,idade_min,publisher,n_jogadores_max,genero
140,"The Walking Dead: The Final Season – Episode 3: Broken Toys",Jogo,40.10,2019,6,Win,15,"Skybound Entertainment",3,"Graphic adventure"
141,"Yakuza 4[A]",Jogo,39.20,2019,4,PS4,17,Sega,2,Action-adventure
142,"YIIK: A Postmodern RPG",Jogo,31.40,2019,4,Win,13,"Ysbryd Games",3,Role-playing
143,"Ace Combat 7: Skies Unknown",Jogo,49.90,2019,3,PS4,13,"Bandai Namco Entertainment",3,"Combat flight simulator"
144,"Ace Combat 7: Skies Unknown",Jogo,49.90,2019,5,XBO,13,"Bandai Namco Entertainment",3,"Combat flight simulator"
145,"Alvastia Chronicles",Jogo,37.60,2019,4,Win,17,Kemco,2,Role-playing
146,"Alvastia Chronicles",Jogo,37.60,2019,4,XBO,17,Kemco,2,Role-playing
147,"Travis Strikes Again: No More Heroes",Jogo,29.10,2019,4,NS,14,"Grasshopper Manufacture",4,Action-adventure
148,Chaos;Child[B],Jogo,31.10,2019,4,Win,17,"Spike Chunsoft",3,"Visual novel"
149,"The Raven Remastered",Jogo,34.90,2019,3,NS,14,"THQ Nordic",2,"Point-and-click adventure"
150,"Senran Kagura Burst Re:Newal",Jogo,41.50,2019,5,Win,16,"Xseed Games",3,Action
151,"Senran Kagura Burst Re:Newal",Jogo,41.50,2019,5,PS4,16,"Xseed Games",3,Action
152,"At the Gates",Jogo,43.20,2019,5,Win,13,"Conifer Games",1,4X
153,"At the Gates",Jogo,43.20,2019,4,Win,13,"Conifer Games",1,strategy
154,"Slay the Spire",Jogo,42.70,2019,4,Win,17,"Humble Bundle",4,Roguelike
155,"Slay the Spire",Jogo,42.70,2019,4,Mac,17,"Humble Bundle",4,Roguelike
156,"Slay the Spire",Jogo,42.70,2019,4,Lin,17,"Humble Bundle",4,Roguelike
157,"Battlefleet Gothic: Armada 2",Jogo,21.10,2019,3,Win,15,"Focus Home Interactive",2,"Strategy, real-time tactics"
158,"Life Is Strange 2 – Episode 2: Rules",Jogo,36.30,2019,3,Win,18,"Square Enix",1,"Graphic adventure"
159,"Life Is Strange 2 – Episode 2: Rules",Jogo,36.30,2019,6,PS4,18,"Square Enix",1,"Graphic adventure"
160,"Life Is Strange 2 – Episode 2: Rules",Jogo,36.30,2019,3,XBO,18,"Square Enix",1,"Graphic adventure"
161,"My Memory of Us",Jogo,30.30,2019,6,NS,18,"Crunching Koalas",3,"Graphic adventure, platform"
162,Pikuniku,Jogo,34.10,2019,3,Win,17,"Devolver Digital",4,Platformer
163,Pikuniku,Jogo,34.10,2019,5,NS,17,"Devolver Digital",4,Platformer
164,Pikuniku,Jogo,34.10,2019,4,Win,17,"Devolver Digital",4,puzzle
165,Pikuniku,Jogo,34.10,2019,3,NS,17,"Devolver Digital",4,puzzle
166,"Resident Evil 2",Jogo,33.00,2019,3,Win,13,Capcom,2,"Survival horror"
167,"Resident Evil 2",Jogo,33.00,2019,4,PS4,13,Capcom,2,"Survival horror"
168,"Resident Evil 2",Jogo,33.00,2019,3,XBO,13,Capcom,2,"Survival horror"
169,"Kingdom Hearts III",Jogo,24.80,2019,5,PS4,16,"Square Enix",3,"Action role-playing"
170,"Kingdom Hearts III",Jogo,24.80,2019,5,XBO,16,"Square Enix",3,"Action role-playing"
171,"Penguin Wars",Jogo,18.50,2019,4,PS4,13,"Dispatch Games",4,Arcade
172,"Sphinx and the Cursed Mummy",Jogo,43.40,2019,6,NS,14,"THQ Nordic",2,Action-adventure
173,"Dragon Marked For Death",Jogo,34.80,2019,4,NS,17,"Inti Creates",1,Role-playing
174,"Piczle Colors",Jogo,37.80,2019,5,NS,16,"Rainy Frog",3,Puzzle
175,"Planetarian: The Reverie of a Little Planet",Jogo,26.60,2019,5,NS,14,Prototype,4,"Visual novel"
176,"Robotics;Notes DaSH[A]",Jogo,47.90,2019,4,NS,14,"Spike Chunsoft",1,"Visual novel"
177,"Robotics;Notes DaSH[A]",Jogo,47.90,2019,3,PS4,14,"Spike Chunsoft",1,"Visual novel"
178,"Robotics;Notes Elite HD[A]",Jogo,23.50,2019,6,NS,18,"Spike Chunsoft",3,"Visual novel"
179,"Robotics;Notes Elite HD[A]",Jogo,23.50,2019,6,PS4,18,"Spike Chunsoft",3,"Visual novel"
180,"Sunless Skies",Jogo,45.30,2019,4,Win,17,"Failbetter Games",4,Role-playing
181,"Sunless Skies",Jogo,45.30,2019,5,Mac,17,"Failbetter Games",4,Role-playing
182,"Sunless Skies",Jogo,45.30,2019,6,Lin,17,"Failbetter Games",4,Role-playing
183,Wargroove,Jogo,30.00,2019,5,Win,15,Chucklefish,2,"Turn-based tactics"
184,Wargroove,Jogo,30.00,2019,5,NS,15,Chucklefish,2,"Turn-based tactics"
185,Wargroove,Jogo,30.00,2019,4,XBO,15,Chucklefish,2,"Turn-based tactics"
186,"Apex Legends",Jogo,25.90,2019,4,Win,15,"Electronic Arts",2,"Battle royale, first-person shooter"
187,"Apex Legends",Jogo,25.90,2019,4,PS4,15,"Electronic Arts",2,"Battle royale, first-person shooter"
188,"Apex Legends",Jogo,25.90,2019,5,XBO,15,"Electronic Arts",2,"Battle royale, first-person shooter"
189,"The Book of Unwritten Tales 2",Jogo,39.90,2019,3,NS,16,"THQ Nordic",4,"Point-and-click adventure"
190,"Etrian Odyssey Nexus[B]",Jogo,18.60,2019,3,3DS,16,Atlus,1,"Role-playing, dungeon crawler"
191,"V-Rally 4",Jogo,33.20,2019,4,NS,16,"Bigben Interactive",1,Racing
192,"BlazBlue: Central Fiction",Jogo,27.90,2019,4,NS,17,"Arc System Works",1,Fighting
193,"God Eater 3[B]",Jogo,36.50,2019,6,Win,16,"Bandai Namco Entertainment",1,"Action role-playing"
194,"God Eater 3[B]",Jogo,36.50,2019,3,PS4,16,"Bandai Namco Entertainment",1,"Action role-playing"
195,"Monster Energy Supercross - The Official Videogame 2",Jogo,33.10,2019,5,Win,18,"Milestone srl",1,Racing
196,"Monster Energy Supercross - The Official Videogame 2",Jogo,33.10,2019,6,NS,18,"Milestone srl",1,Racing
197,"Monster Energy Supercross - The Official Videogame 2",Jogo,33.10,2019,3,PS4,18,"Milestone srl",1,Racing
198,"Monster Energy Supercross - The Official Videogame 2",Jogo,33.10,2019,5,Win,18,"Milestone srl",1,Racing
199,"Space Engineers",Jogo,42.30,2019,4,Win,16,"Keen Software House",3,Simulation
200,Conarium,Jogo,28.70,2019,4,PS4,13,"Iceberg Interactive",4,Adventure
201,Conarium,Jogo,28.70,2019,4,XBO,13,"Iceberg Interactive",4,Adventure
202,"The Liar Princess and the Blind Prince[B]",Jogo,21.70,2019,6,NS,18,"Nippon Ichi Software",4,Action-adventure
203,"The Liar Princess and the Blind Prince[B]",Jogo,21.70,2019,5,PS4,18,"Nippon Ichi Software",4,Action-adventure
204,"Final Fantasy IX",Jogo,25.30,2019,4,NS,13,"Square Enix",2,Role-playing
205,"Final Fantasy IX",Jogo,25.30,2019,3,XBO,13,"Square Enix",2,Role-playing
206,"Tetris 99",Jogo,32.50,2019,5,NS,14,Nintendo,4,"Puzzle, battle royale"
207,"Crackdown 3",Jogo,43.30,2019,5,Win,13,"Xbox Game Studios",2,Action-adventure
208,"Crackdown 3",Jogo,43.30,2019,4,XBO,13,"Xbox Game Studios",2,Action-adventure
209,"DreamWorks Dragons Dawn of New Riders",Jogo,35.70,2019,3,Win,13,"Outright Games",4,Action-adventure
210,"DreamWorks Dragons Dawn of New Riders",Jogo,35.70,2019,4,NS,13,"Outright Games",4,Action-adventure
211,"DreamWorks Dragons Dawn of New Riders",Jogo,35.70,2019,5,PS4,13,"Outright Games",4,Action-adventure
212,"DreamWorks Dragons Dawn of New Riders",Jogo,35.70,2019,4,Win,13,"Outright Games",4,Action-adventure
213,"Far Cry New Dawn",Jogo,16.40,2019,6,Win,15,Ubisoft,1,"First-person shooter"
214,"Far Cry New Dawn",Jogo,16.40,2019,3,PS4,15,Ubisoft,1,"First-person shooter"
215,"Far Cry New Dawn",Jogo,16.40,2019,5,XBO,15,Ubisoft,1,"First-person shooter"
216,"Jump Force",Jogo,29.70,2019,5,Win,16,"Bandai Namco Entertainment",4,Fighting
217,"Jump Force",Jogo,29.70,2019,5,PS4,16,"Bandai Namco Entertainment",4,Fighting
218,"Jump Force",Jogo,29.70,2019,5,XBO,16,"Bandai Namco Entertainment",4,Fighting
219,"Metro Exodus",Jogo,38.20,2019,4,Win,14,"Deep Silver",1,"First-person shooter"
220,"Metro Exodus",Jogo,38.20,2019,4,PS4,14,"Deep Silver",1,"First-person shooter"
221,"Metro Exodus",Jogo,38.20,2019,5,XBO,14,"Deep Silver",1,"First-person shooter"
222,"8-bit ADV Steins;Gate[B]",Jogo,45.10,2019,4,NS,13,"Spike Chunsoft",3,"Visual novel"
223,"Death end re;Quest[B]",Jogo,45.30,2019,4,PS4,16,"Idea Factory",2,Role-playing
224,"Steins;Gate Elite[B]",Jogo,49.10,2019,4,Win,17,"Spike Chunsoft",2,"Visual novel"
225,"Steins;Gate Elite[B]",Jogo,49.10,2019,6,NS,17,"Spike Chunsoft",2,"Visual novel"
226,"Steins;Gate Elite[B]",Jogo,49.10,2019,5,PS4,17,"Spike Chunsoft",2,"Visual novel"
227,"Steins;Gate: Linear Bounded Phenogram[B]",Jogo,49.10,2019,4,Win,18,"Spike Chunsoft",4,"Visual novel"
228,"Steins;Gate: Linear Bounded Phenogram[B]",Jogo,49.10,2019,6,PS4,18,"Spike Chunsoft",4,"Visual novel"
229,"Yakuza Kiwami",Jogo,24.70,2019,5,Win,17,Sega,4,Action-adventure
230,"Aragami: Shadow Edition",Jogo,17.20,2019,5,NS,14,"Lince Works",4,Action-adventure
231,"Phoenix Wright: Ace Attorney Trilogy[A]",Jogo,42.50,2019,5,NS,17,Capcom,4,"Adventure, visual novel"
232,"Phoenix Wright: Ace Attorney Trilogy[A]",Jogo,42.50,2019,5,PS4,17,Capcom,4,"Adventure, visual novel"
233,"Phoenix Wright: Ace Attorney Trilogy[A]",Jogo,42.50,2019,4,XBO,17,Capcom,4,"Adventure, visual novel"
234,Anthem,Jogo,46.50,2019,5,Win,17,"Electronic Arts",1,"Action role-playing"
235,Anthem,Jogo,46.50,2019,4,PS4,17,"Electronic Arts",1,"Action role-playing"
236,Anthem,Jogo,46.50,2019,4,XBO,17,"Electronic Arts",1,"Action role-playing"
237,"Dirt Rally 2.0",Jogo,40.10,2019,6,Win,16,Codemasters,3,Racing
238,"Dirt Rally 2.0",Jogo,40.10,2019,4,PS4,16,Codemasters,3,Racing
239,"Dirt Rally 2.0",Jogo,40.10,2019,4,XBO,16,Codemasters,3,Racing
240,"The Lego Movie 2 Videogame",Jogo,22.20,2019,5,Win,16,"Warner Bros. Interactive Entertainment",1,Action-adventure
241,"The Lego Movie 2 Videogame",Jogo,22.20,2019,4,NS,16,"Warner Bros. Interactive Entertainment",1,Action-adventure
242,"The Lego Movie 2 Videogame",Jogo,22.20,2019,5,PS4,16,"Warner Bros. Interactive Entertainment",1,Action-adventure
243,"The Lego Movie 2 Videogame",Jogo,22.20,2019,3,Win,16,"Warner Bros. Interactive Entertainment",1,Action-adventure
244,"Stellaris: Console Edition",Jogo,27.10,2019,4,PS4,13,"Paradox Interactive",1,"Grand strategy"
245,"Stellaris: Console Edition",Jogo,27.10,2019,5,XBO,13,"Paradox Interactive",1,"Grand strategy"
246,"Trials Rising",Jogo,27.10,2019,5,Win,17,Ubisoft,4,Racing
247,"Trials Rising",Jogo,27.10,2019,6,NS,17,Ubisoft,4,Racing
248,"Trials Rising",Jogo,27.10,2019,5,PS4,17,Ubisoft,4,Racing
249,"Trials Rising",Jogo,27.10,2019,5,Win,17,Ubisoft,4,Racing
250,"Trials Rising",Jogo,27.10,2019,6,Win,17,Ubisoft,4,platform
251,"Trials Rising",Jogo,27.10,2019,5,NS,17,Ubisoft,4,platform
252,"Trials Rising",Jogo,27.10,2019,6,PS4,17,Ubisoft,4,platform
253,"Trials Rising",Jogo,27.10,2019,4,Win,17,Ubisoft,4,platform
254,"Dies irae: Interview with Kaziklu Bey[B]",Jogo,24.30,2019,4,Win,16,Light,3,"Visual novel"
255,"Dead or Alive 6",Jogo,21.70,2019,6,Win,13,"Koei Tecmo",1,Fighting
256,"Dead or Alive 6",Jogo,21.70,2019,6,PS4,13,"Koei Tecmo",1,Fighting
257,"Dead or Alive 6",Jogo,21.70,2019,5,XBO,13,"Koei Tecmo",1,Fighting
258,"Swords and Soldiers 2 Shawarmageddon",Jogo,24.90,2019,5,NS,14,"Ronimo Games",1,Strategy
259,"ToeJam & Earl: Back in the Groove",Jogo,48.30,2019,4,PS4,13,"HumaNature Studios",3,"Action platformer"
260,"Left Alive",Jogo,37.10,2019,5,Win,14,"Square Enix",1,Action-adventure
261,"Left Alive",Jogo,37.10,2019,5,PS4,14,"Square Enix",1,Action-adventure
262,"The Occupation",Jogo,22.40,2019,5,Win,15,"Humble Bundle",4,Stealth
263,"The Occupation",Jogo,22.40,2019,5,PS4,15,"Humble Bundle",4,Stealth
264,"The Occupation",Jogo,22.40,2019,4,XBO,15,"Humble Bundle",4,Stealth
265,"R.B.I. Baseball 19",Jogo,24.30,2019,5,NS,18,"MLB Advanced Media",2,Sports
266,"R.B.I. Baseball 19",Jogo,24.30,2019,4,PS4,18,"MLB Advanced Media",2,Sports
267,"R.B.I. Baseball 19",Jogo,24.30,2019,4,XBO,18,"MLB Advanced Media",2,Sports
268,Overload,Jogo,32.60,2019,5,XBO,16,"Revival Productions",4,"First-person shooter, shoot ’em up"
269,"Flowers: Les Quatre Saisons[A]",Jogo,44.50,2019,4,PS4,15,Prototype,4,"Visual novel"
270,"Devil May Cry 5",Jogo,49.40,2019,5,Win,18,Capcom,3,"Action-adventure, hack and slash"
271,"Devil May Cry 5",Jogo,49.40,2019,5,PS4,18,Capcom,3,"Action-adventure, hack and slash"
272,"Devil May Cry 5",Jogo,49.40,2019,3,XBO,18,Capcom,3,"Action-adventure, hack and slash"
273,"Kirby’s Extra Epic Yarn",Jogo,18.80,2019,4,3DS,17,Nintendo,3,Platforming
274,"The Caligula Effect: Overdose[B]",Jogo,21.00,2019,4,Win,16,"NIS America",3,Role-playing
275,"The Caligula Effect: Overdose[B]",Jogo,21.00,2019,6,NS,16,"NIS America",3,Role-playing
276,"The Caligula Effect: Overdose[B]",Jogo,21.00,2019,5,PS4,16,"NIS America",3,Role-playing
277,"Mystery Dungeon: Shiren the Wanderer[A]",Jogo,25.80,2019,6,iOS,17,"Spike Chunsoft",1,Roguelike
278,"Hypnospace Outlaw",Jogo,42.10,2019,5,Win,18,Tendershoot,4,Adventure
279,"Baba Is You",Jogo,29.50,2019,6,Win,13,Hempuli,4,Puzzle
280,"Baba Is You",Jogo,29.50,2019,3,NS,13,Hempuli,4,Puzzle
281,"Bonds of the Skies",Jogo,23.40,2019,4,Win,15,Kemco,1,Role-playing
282,"Bonds of the Skies",Jogo,23.40,2019,3,NS,15,Kemco,1,Role-playing
283,"Bonds of the Skies",Jogo,23.40,2019,5,PS4,15,Kemco,1,Role-playing
284,"Mystery Dungeon: Shiren the Wanderer[A]",Jogo,27.60,2019,5,Droid,14,"Spike Chunsoft",2,Roguelike
285,"One Piece: World Seeker",Jogo,47.90,2019,5,Win,16,"Bandai Namco Entertainment",1,Action-adventure
286,"One Piece: World Seeker",Jogo,47.90,2019,4,PS4,16,"Bandai Namco Entertainment",1,Action-adventure
287,"One Piece: World Seeker",Jogo,47.90,2019,3,XBO,16,"Bandai Namco Entertainment",1,Action-adventure
288,"Sephirothic Stories",Jogo,42.80,2019,6,XBO,18,Kemco,2,"Role-playing, puzzle"
289,"Tom Clancy’s The Division 2",Jogo,47.30,2019,6,Win,18,Ubisoft,2,"Action role-playing"
290,"Tom Clancy’s The Division 2",Jogo,47.30,2019,6,PS4,18,Ubisoft,2,"Action role-playing"
291,"Tom Clancy’s The Division 2",Jogo,47.30,2019,5,XBO,18,Ubisoft,2,"Action role-playing"
292,"America Ninja Warrior Challenge",Jogo,18.70,2019,5,NS,14,"GameMill Entertainment",1,Action
293,"America Ninja Warrior Challenge",Jogo,18.70,2019,6,PS4,14,"GameMill Entertainment",1,Action
294,"America Ninja Warrior Challenge",Jogo,18.70,2019,3,XBO,14,"GameMill Entertainment",1,Action
295,"Fate/EXTELLA LINK[B]",Jogo,29.60,2019,3,Win,18,"Xseed Games",4,Action-adventure
296,"Fate/EXTELLA LINK[B]",Jogo,29.60,2019,4,NS,18,"Xseed Games",4,Action-adventure
297,"Fate/EXTELLA LINK[B]",Jogo,29.60,2019,6,PS4,18,"Xseed Games",4,Action-adventure
298,"Super Robot Wars T[A]",Jogo,48.60,2019,4,NS,17,"Bandai Namco Entertainment",1,"Tactical role-playing"
299,"Super Robot Wars T[A]",Jogo,48.60,2019,5,PS4,17,"Bandai Namco Entertainment",1,"Tactical role-playing"
300,"Sekiro: Shadows Die Twice",Jogo,29.60,2019,3,Win,15,Activision,1,Action-adventure
301,"Sekiro: Shadows Die Twice",Jogo,29.60,2019,4,PS4,15,Activision,1,Action-adventure
302,"Sekiro: Shadows Die Twice",Jogo,29.60,2019,4,XBO,15,Activision,1,Action-adventure
303,"Unravel Two",Jogo,42.10,2019,5,NS,14,"Electronic Arts",4,Platform
304,"Final Fantasy VII",Jogo,42.00,2019,3,NS,14,"Square Enix",1,Role-playing
305,"Final Fantasy VII",Jogo,42.00,2019,5,XBO,14,"Square Enix",1,Role-playing
306,"Generation Zero",Jogo,46.80,2019,5,Win,17,"Avalanche Studios",4,"Action-adventure, first-person shooter"
307,"Generation Zero",Jogo,46.80,2019,4,PS4,17,"Avalanche Studios",4,"Action-adventure, first-person shooter"
308,"Generation Zero",Jogo,46.80,2019,5,XBO,17,"Avalanche Studios",4,"Action-adventure, first-person shooter"
309,"The Legend of Heroes: Trails of Cold Steel[B]",Jogo,30.40,2019,5,PS4,14,"Xseed Games",4,Role-playing
310,"MLB The Show 19",Jogo,19.50,2019,5,PS4,17,"Sony Interactive Entertainment",2,Sports
311,"Nelke & the Legendary Alchemists: Ateliers of the New World[B]",Jogo,44.40,2019,6,Win,13,"Koei Tecmo",1,Role-playing
312,"Nelke & the Legendary Alchemists: Ateliers of the New World[B]",Jogo,44.40,2019,4,NS,13,"Koei Tecmo",1,Role-playing
313,"Nelke & the Legendary Alchemists: Ateliers of the New World[B]",Jogo,44.40,2019,5,PS4,13,"Koei Tecmo",1,Role-playing
314,Outward,Jogo,27.10,2019,5,Win,15,"Deep Silver",1,"Action role-playing"
315,Outward,Jogo,27.10,2019,6,PS4,15,"Deep Silver",1,"Action role-playing"
316,Outward,Jogo,27.10,2019,4,XBO,15,"Deep Silver",1,"Action role-playing"
317,"Power Rangers: Battle for the Grid",Jogo,31.60,2019,3,NS,14,"nWay Games",2,Fighting
318,"Power Rangers: Battle for the Grid",Jogo,31.60,2019,5,XBO,14,"nWay Games",2,Fighting
319,"The Walking Dead: The Final Season – Episode 4: Take Us Back",Jogo,41.60,2019,4,Win,14,"Skybound Entertainment",4,"Graphic adventure"
320,"The Walking Dead: The Final Season – Episode 4: Take Us Back",Jogo,41.60,2019,6,NS,14,"Skybound Entertainment",4,"Graphic adventure"
321,"The Walking Dead: The Final Season – Episode 4: Take Us Back",Jogo,41.60,2019,5,PS4,14,"Skybound Entertainment",4,"Graphic adventure"
322,"The Walking Dead: The Final Season – Episode 4: Take Us Back",Jogo,41.60,2019,5,Win,14,"Skybound Entertainment",4,"Graphic adventure"
323,"Xenon Racer",Jogo,23.60,2019,5,Win,15,Soedesco,2,Racing
324,"Xenon Racer",Jogo,23.60,2019,6,NS,15,Soedesco,2,Racing
325,"Xenon Racer",Jogo,23.60,2019,4,PS4,15,Soedesco,2,Racing
326,"Xenon Racer",Jogo,23.60,2019,6,Win,15,Soedesco,2,Racing
327,"Fun! Fun! Animal Park",Jogo,42.70,2019,6,NS,18,"Aksys Games",2,Party
328,"Assassin’s Creed III Remastered",Jogo,43.70,2019,4,Win,15,Ubisoft,4,"Action-adventure, stealth"
329,"Assassin’s Creed III Remastered",Jogo,43.70,2019,4,PS4,15,Ubisoft,4,"Action-adventure, stealth"
330,"Assassin’s Creed III Remastered",Jogo,43.70,2019,4,XBO,15,Ubisoft,4,"Action-adventure, stealth"
331,"Operencia: The Stolen Sun",Jogo,47.60,2019,4,Win,18,"Zen Studios",4,Role-playing
332,"Operencia: The Stolen Sun",Jogo,47.60,2019,4,XBO,18,"Zen Studios",4,Role-playing
333,"Tropico 6",Jogo,29.40,2019,5,Win,13,"Kalypso Media",1,Simulation
334,"Tropico 6",Jogo,29.40,2019,3,Mac,13,"Kalypso Media",1,Simulation
335,"Tropico 6",Jogo,29.40,2019,3,Lin,13,"Kalypso Media",1,Simulation
336,Unheard,Jogo,29.00,2019,6,Win,17,"NEXT Studios",4,Puzzle
337,Unheard,Jogo,29.00,2019,6,Mac,17,"NEXT Studios",4,Puzzle
338,Unheard,Jogo,29.00,2019,4,Lin,17,"NEXT Studios",4,Puzzle
339,"Yoshi’s Crafted World",Jogo,49.70,2019,5,NS,18,Nintendo,2,Platformer
340,"FAR: Lone Sails",Jogo,17.10,2019,5,PS4,14,Mixtvision,2,"Vehicle adventure"
341,"FAR: Lone Sails",Jogo,17.10,2019,5,XBO,14,Mixtvision,2,"Vehicle adventure"
342,"Power Rangers: Battle for the Grid",Jogo,43.10,2019,4,PS4,18,"nWay Games",2,Fighting
343,"Frane: Dragons’ Odyssey",Jogo,18.00,2019,3,XBO,14,Kemco,2,"Action role-playing"
344,Islanders,Jogo,28.50,2019,6,Win,16,"Grizzly Games",1,"Casual city builder"
345,Islanders,Jogo,28.50,2019,5,Mac,16,"Grizzly Games",1,"Casual city builder"
346,Islanders,Jogo,28.50,2019,6,Lin,16,"Grizzly Games",1,"Casual city builder"
347,"Super Dragon Ball Heroes: World Mission",Jogo,28.50,2019,3,Win,13,"Bandai Namco Entertainment",4,"Adventure, card battle"
348,"Super Dragon Ball Heroes: World Mission",Jogo,28.50,2019,4,NS,13,"Bandai Namco Entertainment",4,"Adventure, card battle"
349,"Dangerous Driving",Jogo,21.00,2019,3,Win,17,"Maximum Games",1,Racing
350,"Dangerous Driving",Jogo,21.00,2019,4,PS4,17,"Maximum Games",1,Racing
351,"Dangerous Driving",Jogo,21.00,2019,4,XBO,17,"Maximum Games",1,Racing
352,"Phoenix Wright: Ace Attorney Trilogy[B]",Jogo,28.90,2019,4,Win,14,Capcom,4,"Adventure, visual novel"
353,"Phoenix Wright: Ace Attorney Trilogy[B]",Jogo,28.90,2019,4,NS,14,Capcom,4,"Adventure, visual novel"
354,"Phoenix Wright: Ace Attorney Trilogy[B]",Jogo,28.90,2019,4,PS4,14,Capcom,4,"Adventure, visual novel"
355,"Phoenix Wright: Ace Attorney Trilogy[B]",Jogo,28.90,2019,6,Win,14,Capcom,4,"Adventure, visual novel"
356,"Zanki Zero: Last Beginning[B]",Jogo,22.60,2019,5,Win,17,"Spike Chunsoft",1,"Role-playing, dungeon crawler"
357,"Zanki Zero: Last Beginning[B]",Jogo,22.60,2019,5,PS4,17,"Spike Chunsoft",1,"Role-playing, dungeon crawler"
358,"Earth Defense Force: Iron Rain",Jogo,36.10,2019,5,PS4,18,"D3 Publisher",3,Action
359,"Hellblade: Senua’s Sacrifice",Jogo,36.60,2019,5,NS,15,"Ninja Theory",1,Action-adventure
360,"Code 7: Episode 2 — Memory and Episode 3 — Backdoor",Jogo,48.90,2019,4,Win,16,"Goodwolf Studio",3,Adventure
361,"Code 7: Episode 2 — Memory and Episode 3 — Backdoor",Jogo,48.90,2019,6,Mac,16,"Goodwolf Studio",3,Adventure
362,"Code 7: Episode 2 — Memory and Episode 3 — Backdoor",Jogo,48.90,2019,4,Lin,16,"Goodwolf Studio",3,Adventure
363,"Nintendo Labo Toy-Con 04: VR Kit[B]",Jogo,43.60,2019,5,NS,14,Nintendo,1,"Construction set"
364,"Konami Arcade Classics",Jogo,42.00,2019,6,Win,13,Konami,3,"Platformer, shoot ’em up"
365,"Konami Arcade Classics",Jogo,42.00,2019,5,NS,13,Konami,3,"Platformer, shoot ’em up"
366,"Konami Arcade Classics",Jogo,42.00,2019,4,PS4,13,Konami,3,"Platformer, shoot ’em up"
367,"Konami Arcade Classics",Jogo,42.00,2019,4,Win,13,Konami,3,"Platformer, shoot ’em up"
368,"Anno 1800",Jogo,28.40,2019,6,Win,14,Ubisoft,3,"City-building, real-time strategy"
369,"Final Fantasy X/X-2 HD Remaster",Jogo,37.80,2019,6,NS,16,"Square Enix",1,Role-playing
370,"Final Fantasy X/X-2 HD Remaster",Jogo,37.80,2019,4,XBO,16,"Square Enix",1,Role-playing
371,"My Time at Portia",Jogo,41.00,2019,6,NS,16,Team17,3,Sandbox
372,"My Time at Portia",Jogo,41.00,2019,5,PS4,16,Team17,3,Sandbox
373,"My Time at Portia",Jogo,41.00,2019,4,XBO,16,Team17,3,Sandbox
374,"World War Z",Jogo,21.20,2019,3,Win,14,"Mad Dog Games",3,"Survival horror, third-person shooter"
375,"World War Z",Jogo,21.20,2019,4,PS4,14,"Mad Dog Games",3,"Survival horror, third-person shooter"
376,"World War Z",Jogo,21.20,2019,5,XBO,14,"Mad Dog Games",3,"Survival horror, third-person shooter"
